Optuna Metadata
Method,Optuna
Target,Net Profit %
Total Trials,11818
Completed Trials,417
Pruned Trials,11401
Best Trial Number,8846
Best Value,10381.4264
Optimization Time,300m 12s

Fixed Parameters
Parameter Name,Value
stopLongRR,3
stopShortRR,3
trailRRLong,1
trailRRShort,1

MA Type,MA Length,CC L,CC S,St L X,St L LP,St S X,St S LP,St L Max %,St S Max %,St L Max D,St S Max D,Tr L Type,Tr L Len,Tr L Off,Tr S Type,Tr S Len,Tr S Off,Net Profit%,Max DD%,Trades,Score,RoMaD,Sharpe,PF,Ulcer,Recover,Consist
WMA,25,7,8,1.5,2,1.5,2,3.0,5.0,2,2,T3,200,0.0,T3,75,0.5,809.59%,43.75%,279,30.01,18.50,1.46,1.63,6.59,18.50,83.33
ALMA,75,6,6,1.2,2,1.0,2,5.0,5.0,4,3,T3,200,0.0,T3,75,0.0,809.38%,54.02%,317,9.32,14.98,1.02,1.43,8.44,14.98,83.33
VWMA,50,8,2,1.3,2,1.1,4,5.0,9.0,3,3,T3,200,0.0,T3,75,0.0,809.15%,26.54%,234,60.40,30.49,1.51,1.79,3.41,30.49,100.00
ALMA,25,10,5,1.2,3,1.0,3,5.0,10.0,5,6,T3,175,-1.0,T3,25,0.5,804.06%,16.80%,239,72.88,47.85,2.06,1.71,3.10,47.85,100.00
TMA,75,5,5,1.2,2,1.1,4,4.0,7.0,7,2,TMA,200,0.0,TMA,125,0.0,797.71%,39.82%,247,24.11,20.04,1.35,1.51,6.33,20.04,83.33
WMA,50,2,6,1.0,2,1.3,2,5.0,3.0,3,2,T3,175,0.0,T3,25,0.5,795.47%,22.33%,369,53.84,35.62,2.11,1.49,3.92,35.62,100.00
DEMA,50,5,10,1.0,2,1.7,4,9.0,5.0,5,2,T3,200,-1.5,T3,100,0.0,794.73%,28.17%,209,35.98,28.21,1.06,1.72,5.35,28.21,83.33
WMA,25,10,8,1.1,3,1.3,3,4.0,5.0,5,7,T3,175,-1.5,T3,75,0.0,793.40%,20.01%,209,54.94,39.64,1.48,1.64,4.34,39.64,100.00
DEMA,125,4,4,1.1,3,2.1,2,10.0,10.0,4,2,T3,175,0.0,T3,100,0.0,792.66%,20.57%,231,60.95,38.54,1.39,1.79,3.23,38.54,83.33
ALMA,100,7,5,1.1,2,1.2,4,8.0,3.0,7,4,T3,175,0.0,T3,25,0.0,792.43%,49.17%,297,19.48,16.12,1.43,1.46,8.44,16.12,83.33
EMA,50,2,6,1.0,2,1.6,3,6.0,7.0,6,2,T3,200,-0.5,T3,75,0.0,791.18%,27.57%,253,56.77,28.69,1.71,1.89,4.89,28.69,100.00
ALMA,25,8,6,1.1,3,1.1,2,4.0,5.0,2,2,T3,175,0.0,T3,75,0.0,789.97%,25.42%,309,57.23,31.08,3.25,1.59,4.07,31.08,100.00
SMA,50,4,2,1.0,2,1.5,2,8.0,7.0,6,4,T3,200,-0.5,T3,50,0.0,788.46%,24.86%,285,55.25,31.71,2.12,1.55,3.74,31.71,100.00
EMA,25,4,6,1.5,2,2.3,2,4.0,6.0,3,3,T3,200,0.0,T3,100,0.0,788.45%,36.64%,244,31.94,21.52,1.30,1.55,5.34,21.52,100.00
ALMA,75,5,9,1.0,3,1.5,2,3.0,3.0,4,2,T3,200,-1.5,T3,25,0.0,788.38%,39.73%,290,33.78,19.84,1.36,1.63,5.94,19.84,100.00
EMA,50,4,7,1.0,2,1.3,3,9.0,6.0,5,6,T3,200,0.0,T3,50,0.0,783.03%,29.78%,281,51.12,26.29,2.64,1.63,4.75,26.29,100.00
WMA,25,3,6,1.4,2,1.2,3,6.0,5.0,2,2,T3,175,0.0,T3,75,2.5,780.46%,32.24%,237,29.16,24.21,1.36,1.47,4.91,24.21,83.33
ALMA,25,5,5,1.1,2,2.1,4,5.0,5.0,4,3,T3,200,-1.0,T3,25,0.0,776.88%,30.22%,292,40.40,25.71,1.57,1.51,4.53,25.71,100.00
WMA,125,4,5,1.0,2,1.0,3,7.0,5.0,3,2,T3,200,-0.5,T3,75,0.0,774.11%,26.72%,232,38.69,28.97,1.35,1.64,5.11,28.97,83.33
ALMA,75,4,6,1.5,2,1.1,3,8.0,3.0,6,4,T3,150,0.0,T3,100,0.0,773.58%,26.63%,269,33.60,29.05,1.25,1.56,5.34,29.05,83.33
T3,50,7,9,1.0,2,1.7,3,5.0,3.0,4,2,T3,175,0.0,T3,125,0.0,773.56%,28.65%,207,35.17,27.00,1.08,1.59,4.10,27.00,83.33
TMA,25,7,8,1.6,6,1.2,2,8.0,10.0,7,2,T3,25,-0.5,T3,200,0.0,773.21%,39.28%,291,28.96,19.68,1.50,1.53,5.83,19.68,83.33
T3,25,5,7,1.5,2,1.2,2,5.0,3.0,6,3,T3,200,-0.5,T3,75,0.5,768.61%,50.90%,269,12.18,15.10,1.12,1.44,7.27,15.10,83.33
ALMA,175,5,4,1.1,2,1.8,3,6.0,8.0,6,2,T3,200,-0.5,T3,25,0.0,760.11%,42.42%,239,21.20,17.92,1.18,1.57,7.43,17.92,83.33
VWMA,25,4,2,1.0,2,1.2,3,4.0,3.0,2,4,T3,200,-1.0,T3,25,1.5,758.70%,23.09%,327,42.40,32.86,1.48,1.38,4.10,32.86,100.00
TMA,50,3,2,1.0,2,1.2,2,5.0,4.0,4,4,T3,175,-0.5,T3,75,0.5,754.76%,48.81%,291,14.50,15.46,1.12,1.51,8.25,15.46,83.33
WMA,25,10,5,1.3,2,1.1,3,3.0,8.0,7,4,T3,200,-1.0,T3,100,0.0,749.81%,22.47%,215,48.62,33.38,1.38,1.61,3.48,33.38,83.33
ALMA,50,10,4,1.2,2,1.0,3,7.0,9.0,6,6,TMA,200,0.0,TMA,25,0.0,744.00%,18.55%,317,58.21,40.11,2.19,1.44,3.31,40.11,100.00
VWMA,50,4,2,1.7,2,1.9,4,3.0,3.0,3,6,T3,200,0.0,T3,50,0.0,741.77%,22.89%,260,54.48,32.40,1.62,1.64,3.01,32.40,83.33
ALMA,150,7,3,1.1,2,1.2,4,8.0,4.0,5,7,T3,200,0.0,T3,75,0.0,741.76%,36.43%,245,38.84,20.36,1.57,1.65,5.80,20.36,100.00
ALMA,75,8,9,1.7,2,1.2,2,7.0,10.0,7,2,TMA,150,0.0,TMA,125,0.0,741.34%,22.63%,237,43.87,32.76,1.38,1.60,4.24,32.76,83.33
SMA,50,5,6,1.4,2,1.8,2,7.0,3.0,7,2,T3,175,0.0,T3,100,0.5,738.28%,39.13%,231,26.56,18.87,1.36,1.54,5.69,18.87,83.33
SMA,25,5,3,1.3,2,1.0,4,10.0,3.0,5,6,T3,175,0.0,T3,100,0.0,736.55%,30.73%,285,26.52,23.97,1.12,1.49,4.53,23.97,83.33
ALMA,75,9,5,1.3,2,1.1,3,6.0,3.0,3,2,T3,200,0.0,T3,75,0.5,733.14%,53.22%,257,8.90,13.77,0.83,1.48,7.70,13.77,83.33
WMA,100,6,5,1.5,2,1.6,2,5.0,3.0,3,3,T3,200,-0.5,T3,25,0.5,729.34%,31.55%,227,50.34,23.12,1.41,1.82,4.20,23.12,100.00
DEMA,75,5,7,1.0,2,1.3,3,4.0,5.0,2,4,T3,175,-0.5,T3,25,0.5,727.11%,36.04%,315,29.58,20.17,1.61,1.45,6.28,20.17,100.00
ALMA,100,7,8,1.2,2,1.2,2,6.0,6.0,4,3,TMA,200,0.0,TMA,25,0.0,716.50%,23.69%,289,40.16,30.25,1.41,1.50,4.57,30.25,100.00
WMA,25,5,5,1.2,3,1.2,3,6.0,4.0,6,4,T3,175,0.0,T3,50,0.5,715.14%,21.45%,327,53.73,33.33,1.64,1.53,3.48,33.33,100.00
T3,50,9,3,1.0,5,1.1,4,4.0,5.0,5,7,T3,200,0.0,T3,50,0.5,714.79%,21.52%,225,42.76,33.22,1.07,1.58,3.88,33.22,100.00
ALMA,75,10,3,1.0,2,1.5,2,7.0,7.0,7,6,T3,200,0.0,T3,25,1.0,714.40%,29.86%,281,38.79,23.93,1.38,1.55,4.39,23.93,100.00
T3,75,6,4,1.0,3,1.0,2,4.0,6.0,3,5,T3,200,-0.5,T3,100,0.0,710.04%,26.74%,196,34.52,26.56,0.89,1.75,4.99,26.56,66.67
EMA,25,8,7,1.7,2,1.0,2,6.0,7.0,6,3,TMA,200,0.0,TMA,25,0.0,709.28%,36.38%,267,26.62,19.50,1.32,1.52,4.98,19.50,83.33
TMA,50,9,10,1.3,3,1.7,2,4.0,4.0,3,5,T3,200,0.0,T3,25,0.0,704.64%,20.57%,225,65.82,34.25,1.77,1.77,3.49,34.25,100.00
TMA,75,5,4,1.4,3,1.0,3,6.0,9.0,4,4,T3,200,-1.0,T3,125,0.0,704.04%,26.11%,187,45.59,26.96,1.18,1.71,4.12,26.96,100.00
DEMA,25,9,4,1.5,2,1.2,2,3.0,9.0,6,6,T3,175,-0.5,T3,25,0.5,701.12%,30.20%,341,49.00,23.22,4.45,1.54,4.26,23.22,100.00
TMA,25,7,9,1.1,5,1.0,2,5.0,8.0,7,2,T3,25,-0.5,T3,150,0.0,697.73%,47.73%,331,22.60,14.62,1.21,1.65,7.29,14.62,83.33
ALMA,100,7,5,1.2,4,1.0,2,6.0,6.0,4,3,T3,200,-0.5,T3,100,0.0,696.58%,55.00%,227,17.40,12.66,1.15,1.63,8.56,12.66,66.67
DEMA,75,8,10,1.0,2,1.0,4,9.0,5.0,2,4,DEMA,25,-3.0,DEMA,200,0.5,690.58%,23.08%,223,38.09,29.92,1.24,1.54,4.84,29.92,100.00
SMA,50,6,2,1.2,2,1.3,2,4.0,5.0,7,4,T3,200,-0.5,T3,25,1.0,688.14%,39.71%,265,28.99,17.33,1.54,1.51,6.99,17.33,100.00
WMA,75,10,3,1.0,2,1.3,4,7.0,3.0,6,7,T3,200,0.0,T3,25,0.5,687.91%,27.06%,237,38.14,25.42,1.21,1.63,4.73,25.42,100.00
WMA,75,5,6,1.3,2,1.7,2,3.0,9.0,5,2,T3,200,-0.5,T3,25,0.5,687.32%,39.19%,273,23.62,17.54,1.22,1.57,6.00,17.54,83.33
ALMA,25,9,2,1.2,2,1.0,5,4.0,7.0,7,6,T3,200,-1.5,T3,25,0.5,680.98%,25.23%,238,36.31,27.00,0.84,1.59,3.98,27.00,100.00
SMA,25,8,4,1.3,4,1.2,2,6.0,8.0,5,7,T3,200,-0.5,T3,25,0.0,674.95%,26.06%,275,36.44,25.90,1.24,1.52,3.70,25.90,83.33
ALMA,100,8,5,1.4,2,1.9,2,3.0,6.0,6,7,VWMA,175,0.0,VWMA,50,0.5,658.85%,18.98%,249,55.19,34.71,1.26,1.73,3.74,34.71,100.00
SMA,50,5,7,1.2,2,1.8,5,9.0,3.0,4,4,T3,200,-0.5,T3,75,0.5,657.62%,40.67%,211,20.82,16.17,1.15,1.60,6.66,16.17,83.33
SMA,50,2,5,1.2,2,1.0,4,9.0,4.0,5,3,T3,175,0.0,T3,150,0.5,656.91%,34.80%,205,30.50,18.88,1.23,1.62,5.73,18.88,100.00
VWMA,50,10,6,1.1,4,1.6,2,5.0,5.0,3,2,T3,200,0.0,T3,75,0.0,653.71%,26.98%,223,38.36,24.23,0.97,1.75,4.68,24.23,100.00
ALMA,75,6,8,1.0,2,1.0,2,3.0,4.0,3,2,TMA,200,0.0,TMA,100,0.5,647.78%,51.22%,303,6.79,12.65,1.04,1.31,7.48,12.65,83.33
T3,25,2,6,1.2,2,1.3,3,10.0,10.0,5,5,T3,150,0.0,T3,100,0.0,645.71%,46.25%,273,6.06,13.96,0.92,1.35,8.04,13.96,83.33
KAMA,50,6,6,1.0,2,1.1,3,7.0,8.0,6,4,T3,200,0.0,T3,25,0.5,643.78%,20.46%,241,63.71,31.47,2.59,1.69,3.50,31.47,100.00
EMA,25,4,7,1.7,2,1.0,3,9.0,7.0,6,4,T3,175,0.0,T3,75,0.0,640.51%,32.18%,277,26.20,19.90,1.33,1.49,4.95,19.90,83.33
DEMA,50,5,10,1.6,2,1.0,4,8.0,4.0,6,3,T3,200,-0.5,T3,150,0.5,624.38%,39.57%,207,12.76,15.78,1.09,1.45,7.34,15.78,83.33
TMA,25,9,9,1.1,2,1.8,3,8.0,5.0,4,2,TMA,175,0.0,TMA,25,0.0,622.23%,25.53%,293,26.88,24.37,1.08,1.51,4.53,24.37,83.33
T3,25,8,9,1.0,3,1.3,4,9.0,6.0,7,4,T3,25,0.0,T3,100,0.0,619.31%,29.99%,303,35.96,20.65,1.45,1.58,5.05,20.65,100.00
TMA,50,5,7,1.4,2,1.7,3,3.0,3.0,4,2,T3,175,-0.5,T3,25,0.5,615.96%,46.86%,281,14.89,13.14,1.32,1.42,7.32,13.14,83.33
WMA,75,2,6,1.2,2,1.4,3,10.0,7.0,7,7,T3,200,0.0,T3,25,1.0,614.16%,23.68%,271,55.48,25.94,1.79,1.65,3.46,25.94,100.00
DEMA,100,3,10,1.4,2,1.7,5,10.0,6.0,4,3,T3,200,0.0,T3,100,0.0,612.94%,26.95%,187,39.77,22.74,1.15,1.74,4.04,22.74,83.33
TMA,25,9,10,1.4,2,1.1,4,8.0,6.0,4,4,T3,50,0.0,T3,150,0.5,603.08%,39.38%,261,44.69,15.32,2.21,1.70,4.98,15.32,100.00
DEMA,75,8,5,1.5,2,1.2,2,3.0,6.0,3,2,T3,200,0.0,T3,125,0.5,598.39%,36.10%,241,16.85,16.58,0.95,1.53,5.87,16.58,83.33
WMA,25,7,6,1.5,2,1.2,4,10.0,3.0,5,4,T3,200,0.0,T3,75,0.0,597.63%,33.62%,279,29.03,17.78,1.38,1.60,5.41,17.78,83.33
EMA,25,9,9,1.3,2,1.1,2,10.0,6.0,2,2,T3,75,-1.0,T3,200,0.5,595.95%,36.68%,223,18.06,16.25,0.96,1.63,7.55,16.25,66.67
DEMA,100,10,10,1.9,2,1.1,3,8.0,5.0,3,2,T3,25,-3.0,T3,175,0.0,594.48%,46.34%,169,19.70,12.83,1.02,1.69,7.42,12.83,83.33
TMA,50,3,9,1.0,2,1.0,4,10.0,3.0,2,3,TMA,50,-1.0,TMA,200,0.0,594.07%,41.13%,275,8.49,14.44,0.99,1.40,7.19,14.44,83.33
T3,25,10,8,1.4,2,1.1,3,5.0,7.0,7,7,T3,75,-1.0,T3,200,0.5,593.27%,37.16%,239,25.05,15.97,1.43,1.46,6.26,15.97,100.00
DEMA,75,10,10,1.4,3,1.4,4,5.0,5.0,6,4,T3,25,-1.0,T3,175,0.0,592.51%,24.06%,215,60.72,24.63,2.04,1.77,3.44,24.63,100.00
DEMA,50,6,9,1.2,3,1.2,2,4.0,8.0,7,2,T3,25,0.0,T3,150,0.0,591.00%,48.40%,327,4.23,12.21,0.82,1.37,7.96,12.21,83.33
ALMA,25,6,5,1.0,3,1.3,2,6.0,4.0,5,4,T3,200,0.0,T3,25,0.0,582.90%,34.81%,401,19.46,16.75,1.36,1.36,5.58,16.75,83.33
WMA,25,5,6,1.0,3,1.1,4,9.0,3.0,4,3,ALMA,75,-2.0,ALMA,125,1.0,582.41%,32.11%,269,22.16,18.14,1.08,1.59,5.68,18.14,66.67
ALMA,50,2,4,1.1,2,1.0,2,6.0,3.0,6,2,T3,175,-0.5,T3,50,0.5,580.04%,34.77%,381,31.63,16.68,1.81,1.41,5.22,16.68,100.00
TMA,50,6,9,1.2,3,1.1,4,9.0,5.0,3,2,T3,75,0.0,T3,200,0.5,577.75%,36.89%,249,20.56,15.66,1.15,1.57,5.93,15.66,83.33
DEMA,50,5,7,1.0,2,1.6,3,9.0,8.0,3,3,TMA,175,-0.5,TMA,25,0.0,574.73%,21.52%,315,28.29,26.71,0.97,1.43,4.43,26.71,100.00
ALMA,150,4,8,1.2,3,1.1,2,5.0,6.0,2,2,T3,200,0.0,T3,50,0.5,572.06%,26.94%,261,48.63,21.24,1.81,1.67,4.31,21.24,100.00
SMA,50,6,10,1.3,3,1.1,3,8.0,6.0,3,3,DEMA,25,-3.0,DEMA,175,1.0,569.47%,25.30%,215,44.18,22.51,1.65,1.54,4.02,22.51,100.00
ALMA,125,2,3,1.0,2,1.1,3,9.0,5.0,2,4,T3,200,0.0,T3,50,1.0,561.60%,43.25%,309,7.33,12.99,1.10,1.30,8.70,12.99,83.33
DEMA,50,3,6,1.4,2,1.4,4,8.0,7.0,4,4,T3,200,0.0,T3,75,0.0,561.01%,17.03%,277,40.48,32.94,1.14,1.51,3.87,32.94,100.00
WMA,100,7,8,1.2,2,1.7,3,8.0,6.0,4,2,EMA,200,-2.0,EMA,150,0.0,560.59%,26.46%,153,31.91,21.18,0.94,1.74,6.08,21.18,100.00
DEMA,75,8,8,1.4,2,1.0,3,10.0,5.0,3,2,ALMA,25,-3.0,ALMA,200,0.5,556.23%,22.05%,233,25.22,25.22,0.95,1.39,4.55,25.22,100.00
ALMA,150,7,5,1.0,5,1.0,2,6.0,6.0,5,5,T3,175,0.0,T3,125,0.0,554.17%,23.76%,221,29.83,23.32,1.20,1.47,4.64,23.32,100.00
DEMA,25,8,10,1.4,4,1.1,3,4.0,6.0,7,5,T3,25,-1.5,T3,200,0.5,552.45%,38.68%,253,16.32,14.28,1.18,1.51,6.89,14.28,83.33
TMA,25,6,9,1.6,4,1.1,2,6.0,9.0,7,3,T3,25,0.0,T3,200,0.0,547.38%,53.88%,347,14.11,10.16,0.93,1.64,7.07,10.16,83.33
DEMA,50,8,8,1.0,3,1.5,2,7.0,5.0,7,3,T3,25,-0.5,T3,175,0.5,544.26%,49.02%,287,11.89,11.10,1.14,1.53,8.12,11.10,83.33
VWMA,25,4,5,1.1,2,1.0,2,6.0,4.0,3,3,T3,175,0.0,T3,50,0.0,543.45%,42.48%,405,18.21,12.79,1.39,1.40,7.55,12.79,100.00
DEMA,100,6,10,1.4,2,1.1,4,9.0,3.0,4,2,T3,200,-1.0,T3,125,1.0,537.22%,41.32%,171,23.66,13.00,1.14,1.70,6.14,13.00,83.33
DEMA,75,8,9,1.0,2,2.0,2,10.0,3.0,6,3,T3,150,-0.5,T3,100,0.0,524.55%,25.56%,221,33.93,20.52,1.21,1.56,3.62,20.52,83.33
ALMA,25,3,3,1.0,3,1.5,2,7.0,6.0,5,2,T3,200,-1.5,T3,50,1.5,518.70%,30.30%,240,24.09,17.12,0.98,1.62,4.69,17.12,83.33
DEMA,25,6,10,1.6,4,1.1,3,3.0,6.0,7,4,T3,25,0.0,T3,200,0.0,512.06%,48.78%,315,10.08,10.50,1.20,1.40,6.28,10.50,83.33
DEMA,100,7,8,1.4,3,1.5,2,10.0,5.0,3,4,DEMA,25,-3.0,DEMA,175,2.0,509.27%,20.78%,165,64.29,24.51,2.58,1.84,3.42,24.51,100.00
T3,25,7,2,1.6,2,1.3,2,4.0,8.0,3,2,TMA,175,0.0,TMA,50,0.5,503.84%,40.63%,343,7.13,12.40,1.05,1.35,7.34,12.40,83.33
DEMA,50,8,7,1.4,2,1.7,2,8.0,7.0,2,3,T3,25,-2.5,T3,150,0.0,502.68%,33.40%,229,26.13,15.05,1.32,1.46,4.58,15.05,100.00
VWMA,50,8,8,1.2,2,1.0,3,10.0,6.0,2,2,T3,50,-0.5,T3,200,1.5,496.73%,44.02%,255,7.22,11.28,1.07,1.42,7.58,11.28,83.33
DEMA,50,8,7,1.0,2,1.3,2,8.0,3.0,2,2,T3,25,-1.5,T3,175,0.0,495.86%,66.12%,301,1.01,7.50,0.83,1.33,12.07,7.50,83.33
DEMA,75,8,6,1.1,2,1.7,2,10.0,4.0,7,3,T3,50,-0.5,T3,200,1.0,495.39%,50.01%,265,4.50,9.91,1.04,1.38,9.01,9.91,83.33
VWMA,50,8,9,1.2,2,1.0,4,9.0,4.0,2,2,T3,75,0.0,T3,200,1.0,485.50%,40.10%,239,10.58,12.11,0.90,1.51,6.89,12.11,83.33
DEMA,125,10,5,1.3,2,1.7,3,6.0,5.0,4,2,SMA,100,-3.0,SMA,175,1.0,479.82%,30.84%,156,25.04,15.56,0.94,1.77,6.20,15.56,66.67
DEMA,50,10,10,1.8,2,1.0,4,10.0,4.0,3,2,T3,50,-3.0,T3,150,0.0,478.51%,41.76%,187,11.24,11.46,0.91,1.54,7.04,11.46,83.33
WMA,25,6,9,1.1,5,1.1,2,4.0,6.0,7,2,T3,25,-0.5,T3,200,0.0,477.32%,58.60%,335,6.52,8.14,0.97,1.50,9.58,8.14,83.33
KAMA,50,6,9,1.1,5,1.0,2,6.0,8.0,7,4,T3,25,-0.5,T3,175,0.0,476.72%,22.27%,207,42.76,21.41,1.33,1.64,3.70,21.41,100.00
TMA,50,5,7,1.0,4,1.2,3,9.0,3.0,2,2,T3,75,0.0,T3,200,0.5,474.59%,33.96%,277,11.92,13.98,0.96,1.45,5.74,13.98,83.33
TMA,25,7,9,1.0,5,1.0,2,4.0,8.0,7,3,T3,25,0.0,T3,125,0.0,472.78%,30.97%,333,27.76,15.26,1.43,1.50,5.40,15.26,100.00
DEMA,50,9,7,1.0,2,1.2,2,10.0,3.0,3,2,T3,50,0.0,T3,175,1.0,470.36%,41.82%,297,12.82,11.25,0.98,1.45,6.08,11.25,100.00
WMA,25,7,7,2.3,2,1.5,2,8.0,7.0,5,3,T3,100,-0.5,T3,150,0.0,462.28%,19.26%,213,47.65,24.00,1.22,1.80,3.99,24.00,100.00
DEMA,125,10,6,1.1,2,1.7,2,8.0,3.0,4,3,T3,25,-2.5,T3,200,1.5,460.95%,39.30%,169,13.76,11.73,1.04,1.60,8.76,11.73,66.67
DEMA,25,7,10,1.7,4,1.6,2,3.0,9.0,6,2,T3,75,-0.5,T3,200,0.0,460.94%,38.97%,245,31.81,11.83,1.24,1.82,6.36,11.83,100.00
ALMA,100,8,7,1.8,2,1.7,3,7.0,9.0,2,2,T3,50,-1.0,T3,175,0.0,455.32%,38.84%,237,23.45,11.72,1.26,1.66,6.21,11.72,83.33
TMA,50,6,8,1.9,4,1.2,2,5.0,10.0,6,4,T3,25,-0.5,T3,200,0.0,453.54%,39.66%,261,30.82,11.44,1.46,1.59,4.92,11.44,100.00
VWMA,25,8,9,1.0,3,1.2,2,10.0,7.0,3,2,TMA,25,-1.5,TMA,150,1.5,444.32%,34.15%,257,12.12,13.01,1.19,1.37,6.20,13.01,83.33
DEMA,25,8,7,1.1,2,1.9,2,10.0,3.0,5,3,T3,75,-0.5,T3,150,0.0,442.20%,39.79%,267,12.09,11.11,1.03,1.44,6.36,11.11,100.00
DEMA,50,9,8,1.5,3,1.4,2,7.0,8.0,3,4,T3,50,-3.0,T3,100,0.5,432.88%,35.16%,197,9.41,12.31,0.85,1.40,5.16,12.31,83.33
DEMA,75,9,5,1.4,2,1.8,2,8.0,3.0,3,2,T3,75,-3.0,T3,200,2.0,432.13%,34.55%,175,32.48,12.51,1.69,1.57,5.50,12.51,100.00
DEMA,175,4,4,1.4,3,1.8,2,6.0,7.0,2,2,KAMA,75,-2.5,KAMA,175,0.0,431.60%,20.44%,199,51.65,21.12,1.61,1.70,3.39,21.12,100.00
VWMA,25,7,6,1.7,2,1.0,3,8.0,6.0,2,3,T3,75,0.0,T3,150,0.5,429.41%,32.82%,287,26.69,13.08,1.30,1.48,4.43,13.08,100.00
DEMA,100,9,8,1.5,2,1.7,2,5.0,9.0,4,2,TMA,50,0.0,TMA,200,0.5,423.04%,29.35%,229,33.12,14.41,1.48,1.63,4.50,14.41,83.33
VWMA,50,9,7,3.0,2,1.7,3,7.0,4.0,7,7,EMA,100,-2.5,EMA,75,0.5,420.68%,12.64%,128,73.26,33.27,2.38,2.30,2.66,33.27,100.00
DEMA,125,5,6,1.2,2,1.5,2,6.0,7.0,2,2,VWMA,50,-2.0,VWMA,175,0.0,419.59%,38.26%,213,19.24,10.97,1.33,1.58,7.09,10.97,83.33
DEMA,100,10,5,1.7,2,1.6,2,7.0,3.0,6,5,T3,25,-3.0,T3,175,1.5,411.69%,33.11%,157,19.36,12.43,0.91,1.59,5.76,12.43,100.00
DEMA,100,9,7,1.6,2,1.7,5,9.0,3.0,4,2,T3,50,-2.0,T3,200,0.5,408.98%,35.96%,193,24.99,11.37,1.24,1.68,5.65,11.37,83.33
DEMA,50,8,8,1.5,2,1.1,4,10.0,3.0,3,2,T3,50,-2.0,T3,200,0.5,403.58%,43.65%,225,1.73,9.24,0.62,1.34,7.49,9.24,66.67
VWMA,50,5,8,1.1,3,1.3,3,10.0,6.0,3,6,TMA,100,-3.0,TMA,150,2.5,402.25%,39.83%,147,25.16,10.10,1.22,1.62,5.28,10.10,100.00
WMA,100,8,6,2.0,2,1.5,2,10.0,8.0,5,2,T3,50,-0.5,T3,125,0.5,399.13%,22.57%,217,46.31,17.68,1.76,1.62,3.69,17.68,100.00
SMA,50,7,7,1.4,3,1.2,5,10.0,3.0,3,3,ALMA,25,-2.5,ALMA,150,1.0,394.93%,24.76%,223,38.09,15.95,1.83,1.51,4.35,15.95,100.00
DEMA,125,8,7,1.6,2,1.3,5,10.0,3.0,2,3,T3,25,-2.5,T3,200,0.5,394.44%,36.70%,193,16.33,10.75,1.17,1.55,6.00,10.75,83.33
DEMA,150,7,7,1.5,2,1.7,2,7.0,9.0,2,2,T3,50,-1.0,T3,200,0.0,390.32%,36.90%,223,18.68,10.58,0.89,1.68,5.42,10.58,83.33
SMA,50,7,10,1.4,3,1.0,3,9.0,5.0,2,3,DEMA,25,-3.0,DEMA,175,1.0,389.92%,25.52%,213,38.53,15.28,1.73,1.47,3.68,15.28,100.00
EMA,200,7,9,1.4,4,1.2,3,3.0,5.0,4,3,EMA,50,-1.5,EMA,200,2.5,385.20%,20.46%,116,42.21,18.83,1.37,1.81,4.27,18.83,83.33
T3,50,5,10,1.1,3,1.0,2,6.0,5.0,5,4,ALMA,50,-1.5,ALMA,200,2.5,380.12%,28.44%,187,13.23,13.37,1.02,1.42,5.03,13.37,83.33
VWMA,125,7,10,1.3,3,1.4,2,4.0,6.0,5,4,EMA,50,-1.0,EMA,200,2.5,374.84%,24.30%,120,41.40,15.43,1.18,1.87,4.07,15.43,100.00
DEMA,250,2,6,1.0,2,1.2,2,6.0,6.0,2,3,TMA,100,-3.0,TMA,150,0.0,366.49%,20.57%,174,23.41,17.81,0.87,1.53,4.91,17.81,100.00
DEMA,50,8,9,1.6,2,1.0,5,10.0,3.0,3,3,ALMA,25,-2.5,ALMA,175,0.0,356.12%,23.87%,273,20.94,14.92,1.20,1.40,4.86,14.92,100.00
T3,25,4,8,1.5,3,1.4,4,6.0,4.0,5,3,ALMA,25,-2.5,ALMA,200,1.5,350.17%,21.38%,201,24.04,16.37,1.12,1.54,4.46,16.37,83.33
DEMA,50,7,7,1.7,2,1.9,2,10.0,3.0,3,3,T3,25,-2.5,T3,200,1.0,331.30%,36.49%,207,11.07,9.08,1.00,1.47,5.30,9.08,83.33
SMA,100,6,10,1.3,2,1.0,3,8.0,4.0,2,2,ALMA,50,-3.0,ALMA,200,0.5,327.64%,28.32%,168,12.07,11.57,1.03,1.44,5.03,11.57,66.67
DEMA,75,7,7,1.3,2,1.6,2,9.0,4.0,2,3,T3,25,-1.5,T3,200,0.5,321.76%,56.13%,265,0.12,5.73,0.61,1.29,10.63,5.73,66.67
SMA,50,4,10,1.5,2,1.2,3,6.0,4.0,3,2,ALMA,25,-2.0,ALMA,175,1.0,315.09%,29.79%,231,4.45,10.58,0.81,1.34,6.08,10.58,66.67
DEMA,25,8,9,1.3,2,1.0,3,10.0,3.0,3,2,ALMA,25,-3.0,ALMA,200,1.0,310.66%,34.47%,221,2.53,9.01,0.82,1.32,6.64,9.01,66.67
ALMA,100,3,10,1.8,2,2.3,2,4.0,3.0,3,2,ALMA,25,-2.5,ALMA,175,1.0,309.48%,24.15%,203,39.15,12.81,1.61,1.55,3.62,12.81,100.00
