Optuna Metadata
Method,Optuna
Target,Net Profit %
Total Trials,11818
Completed Trials,417
Pruned Trials,11401
Best Trial Number,8846
Best Value,10381.4264
Optimization Time,300m 12s

Fixed Parameters
Parameter Name,Value
stopLongRR,3
stopShortRR,3
trailRRLong,1
trailRRShort,1

MA Type,MA Length,CC L,CC S,St L X,St L LP,St S X,St S LP,St L Max %,St S Max %,St L Max D,St S Max D,Tr L Type,Tr L Len,Tr L Off,Tr S Type,Tr S Len,Tr S Off,Net Profit%,Max DD%,Trades,Score,RoMaD,Sharpe,PF,Ulcer,Recover,Consist
DEMA,75,8,4,1.2,2,1.6,5,5.0,3.0,5,7,T3,150,0.0,T3,25,0.0,1237.19%,27.08%,276,65.37,45.69,2.25,1.69,4.49,45.69,100.00
KAMA,25,4,2,1.2,2,1.1,3,5.0,3.0,3,2,T3,175,-0.5,T3,25,1.5,1226.38%,37.42%,297,47.59,32.77,1.73,1.57,5.32,32.77,100.00
DEMA,100,5,3,1.3,2,1.1,2,3.0,6.0,2,5,T3,200,0.0,T3,50,0.5,1205.38%,31.56%,307,62.69,38.19,7.31,1.64,4.42,38.19,100.00
DEMA,25,6,4,1.0,2,2.0,2,4.0,4.0,2,6,T3,200,-0.5,T3,25,0.5,1203.34%,36.01%,384,49.06,33.42,1.66,1.64,5.72,33.42,100.00
DEMA,50,5,3,1.2,2,1.4,4,8.0,4.0,7,4,T3,200,-1.0,T3,100,0.0,1201.39%,18.36%,217,61.19,65.42,1.14,1.80,4.05,65.42,83.33
T3,50,8,6,1.0,2,1.3,3,4.0,3.0,5,6,T3,200,0.0,T3,75,0.0,1199.76%,20.36%,225,57.03,58.92,0.89,1.69,3.90,58.92,100.00
ALMA,50,10,6,1.0,3,1.2,2,4.0,5.0,3,2,T3,200,0.0,T3,75,0.0,1198.25%,36.66%,293,35.13,32.69,1.20,1.56,4.96,32.69,83.33
DEMA,50,7,2,1.1,2,1.0,4,4.0,8.0,3,7,T3,200,-1.0,T3,25,0.5,1196.83%,24.32%,312,70.76,49.20,2.18,1.74,4.22,49.20,100.00
TMA,25,6,3,1.2,2,1.7,3,7.0,7.0,3,6,T3,200,0.0,T3,25,0.0,1189.57%,34.64%,338,44.36,34.34,1.55,1.54,5.62,34.34,100.00
ALMA,100,8,5,1.1,2,1.8,2,9.0,3.0,7,6,T3,175,0.0,T3,25,1.0,1186.44%,23.26%,271,61.01,51.01,1.19,1.73,3.85,51.01,100.00
DEMA,75,5,4,1.2,2,1.0,3,3.0,8.0,5,6,T3,200,-0.5,T3,75,0.0,1185.74%,36.99%,271,47.78,32.06,1.76,1.63,6.19,32.06,100.00
TMA,25,10,6,1.0,4,1.7,2,4.0,6.0,3,3,T3,200,0.0,T3,25,1.0,1184.79%,20.46%,279,74.76,57.90,2.00,1.66,3.03,57.90,100.00
KAMA,50,3,5,1.3,2,1.1,2,5.0,5.0,3,3,T3,200,-0.5,T3,100,0.0,1184.60%,37.58%,241,35.04,31.52,1.20,1.65,6.19,31.52,83.33
DEMA,75,8,2,1.4,2,1.1,4,3.0,9.0,3,5,T3,200,0.0,T3,25,0.0,1183.66%,21.77%,264,82.10,54.37,3.53,1.80,3.03,54.37,100.00
ALMA,100,3,5,1.2,2,1.0,4,8.0,5.0,4,2,T3,150,0.0,T3,25,0.5,1178.46%,28.42%,325,52.59,41.47,1.99,1.47,4.49,41.47,100.00
DEMA,100,7,2,1.6,2,1.0,6,5.0,3.0,7,7,T3,200,0.0,T3,50,0.0,1173.55%,24.51%,256,76.81,47.87,2.14,1.88,3.38,47.87,100.00
VWMA,25,7,7,1.0,2,1.7,2,3.0,3.0,4,2,T3,200,0.0,T3,100,0.0,1171.62%,24.01%,265,59.05,48.80,1.42,1.74,4.36,48.80,83.33
DEMA,100,7,2,1.5,2,1.3,4,4.0,4.0,4,5,T3,200,-0.5,T3,25,0.0,1163.01%,30.19%,235,59.89,38.52,1.40,1.80,4.24,38.52,100.00
T3,25,9,2,1.2,3,1.0,4,5.0,3.0,6,7,T3,200,-1.0,T3,25,0.0,1158.90%,24.81%,277,56.09,46.70,1.49,1.52,3.87,46.70,100.00
TMA,25,8,5,1.2,2,1.7,2,5.0,6.0,4,5,T3,175,-0.5,T3,50,0.0,1149.96%,16.77%,315,77.53,68.59,2.25,1.65,2.89,68.59,100.00
VWMA,25,9,5,1.0,4,1.4,2,5.0,6.0,4,7,T3,150,-0.5,T3,25,1.0,1138.25%,22.03%,293,66.56,51.66,2.59,1.59,4.12,51.66,100.00
DEMA,75,7,4,1.0,2,1.0,6,6.0,6.0,7,7,T3,200,-1.0,T3,50,1.0,1133.56%,18.93%,216,59.69,59.88,1.25,1.65,4.23,59.88,100.00
SMA,25,8,8,1.0,3,1.4,2,5.0,8.0,7,6,T3,175,-1.0,T3,25,0.5,1133.17%,27.26%,273,52.35,41.56,1.55,1.66,4.60,41.56,83.33
DEMA,175,4,2,1.0,3,1.4,2,10.0,7.0,4,3,T3,200,-1.0,T3,100,0.0,1131.07%,17.22%,187,72.69,65.70,1.40,1.98,3.36,65.70,83.33
DEMA,100,7,2,1.2,2,1.0,3,3.0,4.0,6,5,T3,200,-0.5,T3,25,0.0,1129.08%,29.50%,273,63.71,38.28,2.41,1.67,4.17,38.28,100.00
VWMA,25,5,9,1.3,2,1.1,2,3.0,5.0,3,2,T3,200,0.0,T3,25,1.0,1123.58%,40.38%,339,38.17,27.82,1.62,1.51,6.21,27.82,100.00
ALMA,50,4,5,1.0,2,1.1,4,8.0,5.0,4,4,T3,200,-0.5,T3,100,0.5,1123.14%,15.58%,245,72.35,72.11,1.55,1.70,3.69,72.11,100.00
T3,50,9,7,1.2,2,1.1,2,3.0,6.0,5,2,T3,200,0.0,T3,125,0.0,1120.12%,27.16%,209,57.72,41.24,1.33,1.82,3.95,41.24,83.33
T3,25,6,7,1.0,2,1.8,2,4.0,5.0,4,3,T3,200,0.0,T3,100,0.0,1117.30%,40.36%,249,30.90,27.69,1.22,1.62,7.06,27.69,83.33
DEMA,50,9,5,1.0,2,1.2,3,7.0,9.0,6,7,T3,175,0.0,T3,50,0.5,1112.61%,25.56%,303,47.31,43.53,1.35,1.46,4.22,43.53,100.00
WMA,25,7,2,1.0,2,1.2,3,7.0,4.0,7,5,T3,175,0.0,T3,25,0.0,1109.76%,33.57%,391,29.45,33.06,1.28,1.27,5.14,33.06,83.33
ALMA,25,5,3,1.0,3,1.4,2,6.0,3.0,6,4,T3,200,0.0,T3,25,0.0,1107.65%,27.32%,451,54.54,40.55,1.86,1.44,3.87,40.55,100.00
SMA,50,7,9,1.0,2,1.3,2,4.0,3.0,4,5,T3,200,-0.5,T3,100,0.0,1105.26%,29.76%,219,49.58,37.14,1.37,1.71,4.60,37.14,83.33
TMA,25,7,4,1.2,3,1.8,2,4.0,6.0,2,6,T3,175,0.0,T3,25,0.0,1099.33%,19.67%,367,67.49,55.88,1.76,1.58,3.62,55.88,100.00
EMA,25,3,6,1.0,2,1.1,3,9.0,7.0,5,5,T3,200,-0.5,T3,50,0.5,1099.29%,23.29%,289,68.56,47.20,2.07,1.63,3.21,47.20,100.00
DEMA,50,6,3,1.0,2,1.3,4,6.0,4.0,7,7,T3,200,0.0,T3,25,0.0,1097.74%,28.70%,339,57.25,38.25,1.76,1.73,5.75,38.25,100.00
WMA,25,8,4,1.4,3,1.4,2,6.0,5.0,3,6,T3,200,0.0,T3,25,0.5,1092.19%,28.74%,329,42.46,38.00,1.20,1.50,3.65,38.00,83.33
EMA,25,5,5,1.1,2,1.5,3,4.0,6.0,5,3,T3,200,0.0,T3,25,0.0,1085.86%,30.22%,335,45.58,35.93,1.45,1.49,4.42,35.93,100.00
SMA,50,5,3,1.0,3,1.1,2,5.0,4.0,7,6,T3,175,0.0,T3,25,1.5,1078.51%,39.06%,309,33.99,27.61,1.23,1.47,4.86,27.61,100.00
DEMA,100,7,4,1.4,3,1.0,4,9.0,4.0,7,7,T3,175,0.0,T3,50,0.0,1078.04%,31.07%,261,60.20,34.70,2.32,1.64,4.09,34.70,100.00
DEMA,75,4,2,1.1,2,1.1,3,5.0,3.0,4,6,T3,200,-0.5,T3,50,0.5,1074.91%,30.62%,285,35.23,35.11,0.99,1.47,4.54,35.11,100.00
DEMA,25,8,9,1.1,2,1.4,2,5.0,6.0,7,5,T3,200,-1.5,T3,25,2.0,1074.50%,41.12%,228,30.96,26.13,1.17,1.54,6.04,26.13,100.00
TMA,75,8,6,1.0,2,1.6,3,5.0,7.0,3,6,T3,200,0.0,T3,50,0.5,1072.75%,25.74%,229,42.09,41.67,1.06,1.61,5.36,41.67,100.00
WMA,50,4,6,1.0,2,1.6,3,10.0,5.0,6,7,T3,175,0.0,T3,25,0.5,1071.81%,36.42%,333,39.66,29.43,1.69,1.43,5.16,29.43,100.00
DEMA,100,8,2,1.2,2,1.4,3,6.0,5.0,7,3,T3,200,-0.5,T3,25,0.5,1068.09%,31.27%,251,55.26,34.15,1.45,1.67,3.87,34.15,100.00
SMA,50,5,2,1.2,3,1.2,2,6.0,3.0,5,6,T3,175,0.0,T3,50,0.5,1061.35%,34.99%,297,53.66,30.34,1.72,1.65,4.20,30.34,100.00
WMA,25,10,7,1.0,4,1.1,5,4.0,4.0,3,6,T3,175,0.0,T3,50,0.0,1053.09%,19.91%,269,48.75,52.89,1.00,1.55,3.51,52.89,83.33
ALMA,25,9,4,1.2,2,1.0,2,8.0,4.0,7,6,T3,200,-0.5,T3,25,0.5,1049.03%,19.08%,309,72.18,54.98,2.57,1.63,3.55,54.98,100.00
VWMA,25,9,6,1.1,3,1.0,2,7.0,5.0,4,6,TMA,200,0.0,TMA,50,1.0,1048.64%,26.76%,285,55.97,39.19,1.61,1.76,4.88,39.19,83.33
EMA,25,8,3,1.0,3,1.4,2,5.0,4.0,2,2,T3,200,0.0,T3,50,1.0,1048.12%,41.93%,303,41.47,25.00,1.58,1.69,7.50,25.00,100.00
SMA,25,7,6,1.1,2,1.5,4,3.0,8.0,6,6,T3,200,0.0,T3,50,0.5,1046.02%,24.44%,297,66.29,42.80,2.25,1.71,4.27,42.80,100.00
DEMA,75,7,4,1.1,2,1.2,3,3.0,7.0,6,5,T3,200,0.0,T3,50,0.0,1045.33%,41.12%,315,35.71,25.42,1.62,1.47,5.81,25.42,100.00
TMA,25,9,5,1.0,2,1.2,3,6.0,7.0,3,7,T3,175,0.0,T3,100,0.5,1043.12%,25.65%,267,39.95,40.67,1.15,1.47,4.01,40.67,83.33
EMA,25,5,7,1.2,3,1.6,3,6.0,4.0,5,3,T3,200,0.0,T3,50,1.0,1041.98%,19.41%,249,67.31,53.70,1.25,1.82,3.64,53.70,100.00
VWMA,50,9,6,1.1,2,1.6,3,5.0,3.0,6,4,T3,200,0.0,T3,75,0.0,1039.23%,37.65%,233,42.36,27.60,1.41,1.73,5.53,27.60,83.33
ALMA,50,9,5,1.0,2,1.6,2,8.0,4.0,6,5,TMA,200,0.0,TMA,50,0.5,1039.22%,28.34%,319,52.17,36.67,1.77,1.51,4.38,36.67,100.00
ALMA,125,7,6,1.2,2,1.1,2,5.0,8.0,6,2,T3,200,0.0,T3,25,0.0,1034.11%,32.88%,277,55.97,31.45,1.52,1.78,4.39,31.45,100.00
SMA,25,4,5,1.0,2,1.0,4,7.0,3.0,5,3,T3,200,-0.5,T3,75,0.5,1031.07%,40.59%,289,37.71,25.40,1.32,1.66,6.22,25.40,100.00
DEMA,50,6,3,1.1,2,1.3,5,8.0,4.0,6,7,T3,200,0.0,T3,50,0.5,1027.56%,19.49%,292,77.17,52.73,1.96,1.79,3.29,52.73,100.00
T3,50,3,5,1.0,2,1.0,4,7.0,4.0,7,2,TMA,200,0.0,TMA,50,0.5,1027.47%,22.64%,277,64.18,45.39,1.80,1.73,4.58,45.39,100.00
DEMA,25,4,6,1.5,2,1.0,3,9.0,3.0,6,3,T3,200,-0.5,T3,50,0.0,1026.09%,23.08%,345,59.62,44.46,1.48,1.57,3.31,44.46,100.00
ALMA,100,3,2,1.0,3,2.0,2,6.0,3.0,5,6,T3,150,0.0,T3,25,1.0,1024.88%,18.79%,299,69.11,54.54,1.17,1.93,3.20,54.54,100.00
TMA,25,7,6,1.2,2,1.3,3,6.0,8.0,4,7,T3,150,0.0,T3,25,0.0,1020.57%,27.03%,363,45.91,37.76,1.51,1.36,4.07,37.76,100.00
DEMA,125,5,5,1.1,2,1.1,2,3.0,8.0,4,3,T3,175,0.0,T3,75,0.0,1018.90%,22.43%,263,52.12,45.43,1.15,1.66,4.26,45.43,100.00
VWMA,25,8,2,1.5,2,2.2,2,8.0,5.0,5,7,T3,200,0.0,T3,25,0.0,1018.34%,15.99%,276,76.14,63.67,3.26,1.67,3.84,63.67,100.00
VWMA,25,7,8,1.0,2,2.1,2,5.0,3.0,4,2,TMA,200,0.0,TMA,75,0.5,1014.31%,22.38%,261,49.66,45.32,0.93,1.69,3.67,45.32,83.33
DEMA,75,7,5,1.0,2,1.2,3,3.0,8.0,6,6,T3,200,-1.0,T3,25,0.0,1007.55%,46.37%,287,28.21,21.73,1.28,1.55,7.90,21.73,100.00
SMA,50,4,7,1.1,2,1.2,2,4.0,5.0,2,2,T3,175,-0.5,T3,100,0.5,1007.11%,45.20%,245,26.52,22.28,1.27,1.50,7.00,22.28,100.00
ALMA,175,9,3,1.0,2,1.0,2,7.0,8.0,7,2,T3,200,0.0,T3,25,0.5,1006.96%,36.11%,233,40.24,27.89,1.38,1.63,4.61,27.89,83.33
DEMA,50,8,4,1.1,3,1.3,3,3.0,10.0,3,6,T3,200,-0.5,T3,50,0.5,1002.19%,32.90%,275,33.69,30.46,1.17,1.49,4.23,30.46,83.33
ALMA,125,3,3,1.0,2,1.0,2,6.0,5.0,4,3,T3,175,0.0,T3,50,0.0,1000.73%,32.22%,355,34.09,31.06,1.49,1.41,4.95,31.06,83.33
ALMA,125,9,5,1.3,3,1.0,2,5.0,7.0,5,3,T3,200,0.0,T3,75,0.0,999.20%,32.79%,229,53.51,30.48,1.41,1.73,4.11,30.48,100.00
DEMA,50,6,3,1.2,2,1.5,2,3.0,7.0,6,4,T3,150,0.0,T3,25,0.0,982.84%,39.71%,407,33.31,24.75,1.71,1.40,6.24,24.75,100.00
TMA,50,9,3,1.1,2,1.0,3,3.0,6.0,6,6,T3,200,0.0,T3,75,0.0,982.64%,36.16%,253,57.00,27.17,2.64,1.68,4.30,27.17,100.00
T3,25,9,3,1.0,3,1.5,3,3.0,7.0,6,7,T3,200,0.0,T3,25,0.0,981.07%,26.92%,297,55.28,36.44,1.70,1.70,4.41,36.44,83.33
ALMA,125,3,8,1.2,2,1.3,2,9.0,3.0,3,3,T3,200,-0.5,T3,50,0.0,977.79%,20.04%,269,77.04,48.79,3.12,1.74,3.30,48.79,100.00
DEMA,25,6,9,1.1,2,1.2,2,4.0,3.0,3,3,T3,200,0.0,T3,75,0.5,977.67%,45.47%,329,12.45,21.50,1.02,1.36,7.74,21.50,66.67
ALMA,50,3,9,1.6,2,1.2,3,3.0,4.0,2,2,T3,200,0.0,T3,50,0.0,974.40%,22.86%,337,59.40,42.63,1.42,1.61,3.21,42.63,100.00
EMA,50,9,6,1.0,2,2.3,2,3.0,8.0,2,2,T3,200,0.0,T3,75,0.0,972.49%,27.06%,231,62.76,35.93,1.39,1.87,3.49,35.93,100.00
SMA,25,6,4,1.0,2,2.2,3,5.0,5.0,5,5,T3,200,-0.5,T3,50,0.0,972.27%,27.13%,277,67.95,35.84,3.22,1.74,3.87,35.84,100.00
DEMA,125,5,8,1.1,2,1.3,2,4.0,4.0,5,2,T3,175,0.0,T3,50,0.0,969.06%,22.73%,247,67.66,42.62,1.49,2.15,3.16,42.62,83.33
ALMA,75,4,6,1.0,2,1.1,2,3.0,6.0,2,3,T3,175,0.0,T3,75,0.0,968.89%,57.84%,347,23.93,16.75,1.63,1.37,8.78,16.75,100.00
ALMA,25,7,2,1.2,2,1.0,2,6.0,3.0,6,5,T3,200,0.0,T3,25,0.0,968.70%,23.09%,421,59.95,41.96,2.19,1.58,4.29,41.96,100.00
ALMA,75,5,6,1.4,2,1.1,4,3.0,3.0,3,2,T3,200,0.0,T3,100,0.0,967.77%,45.13%,275,17.66,21.44,1.10,1.44,6.18,21.44,83.33
EMA,50,4,2,1.0,2,1.7,2,3.0,7.0,6,6,T3,175,0.0,T3,100,0.0,959.43%,43.19%,265,27.18,22.22,1.43,1.52,6.91,22.22,83.33
TMA,25,8,3,1.0,3,1.3,4,7.0,5.0,5,6,T3,175,0.0,T3,50,0.5,958.94%,26.50%,311,58.54,36.18,1.63,1.64,3.68,36.18,100.00
DEMA,25,8,6,1.0,2,1.0,2,5.0,6.0,7,6,T3,200,0.0,T3,25,2.0,958.81%,24.64%,285,65.58,38.91,2.55,1.69,4.05,38.91,100.00
SMA,50,6,7,1.0,2,1.9,4,3.0,7.0,3,5,T3,175,0.0,T3,25,0.0,956.55%,40.52%,243,39.22,23.61,1.61,1.69,6.12,23.61,83.33
DEMA,75,9,4,1.0,2,1.2,3,3.0,4.0,7,4,T3,200,0.0,T3,50,0.5,956.19%,36.65%,279,39.62,26.09,1.59,1.54,5.49,26.09,100.00
ALMA,100,8,5,1.3,2,1.1,3,6.0,4.0,7,6,T3,175,0.0,T3,25,0.0,954.61%,27.25%,265,45.40,35.03,1.41,1.65,4.96,35.03,83.33
DEMA,25,9,6,1.2,2,1.0,2,6.0,8.0,6,7,T3,200,0.0,T3,75,0.5,952.04%,26.08%,287,46.04,36.50,1.16,1.72,4.49,36.50,83.33
SMA,50,5,4,1.0,2,1.4,4,3.0,4.0,4,6,T3,175,0.0,T3,25,0.5,949.89%,35.02%,279,41.61,27.12,1.63,1.63,5.35,27.12,83.33
TMA,25,7,6,1.0,2,1.4,4,3.0,6.0,2,7,T3,175,-0.5,T3,50,0.0,949.60%,26.01%,339,56.87,36.50,2.47,1.53,4.16,36.50,100.00
DEMA,75,7,4,1.0,2,1.3,2,5.0,3.0,3,5,T3,175,0.0,T3,75,0.5,948.58%,55.29%,293,18.73,17.16,1.36,1.46,8.69,17.16,83.33
SMA,50,9,2,1.1,2,1.3,3,7.0,4.0,7,5,T3,200,0.0,T3,25,0.5,946.57%,22.71%,241,59.56,41.68,1.28,1.72,3.66,41.68,100.00
SMA,25,6,8,1.0,3,1.2,2,3.0,3.0,4,2,T3,200,0.0,T3,75,1.0,944.44%,29.29%,261,34.50,32.24,1.26,1.51,4.91,32.24,83.33
DEMA,50,4,3,1.1,2,1.2,3,8.0,6.0,5,4,T3,200,0.0,T3,50,0.0,941.16%,18.37%,329,47.84,51.24,1.30,1.46,3.91,51.24,83.33
SMA,25,5,9,1.1,3,1.0,2,4.0,6.0,4,3,T3,175,0.0,T3,25,0.5,941.07%,38.10%,349,25.56,24.70,1.38,1.44,6.24,24.70,83.33
DEMA,50,8,7,1.2,2,1.0,3,5.0,3.0,5,5,T3,200,-0.5,T3,75,0.5,937.76%,52.44%,267,11.13,17.88,1.12,1.35,9.99,17.88,83.33
DEMA,50,5,3,1.1,2,1.8,2,4.0,5.0,5,6,T3,200,-1.0,T3,25,0.5,935.20%,38.57%,343,36.01,24.25,1.68,1.51,6.33,24.25,100.00
DEMA,50,6,5,1.1,3,1.1,5,10.0,3.0,5,2,T3,175,0.0,T3,50,0.0,933.04%,27.33%,299,46.51,34.14,1.04,1.65,3.76,34.14,100.00
TMA,25,9,8,1.2,3,1.4,2,6.0,4.0,2,2,T3,175,-1.5,T3,25,0.5,932.51%,19.53%,277,50.86,47.74,1.10,1.52,3.40,47.74,100.00
DEMA,25,8,2,1.2,2,1.1,4,9.0,6.0,6,7,T3,200,-0.5,T3,50,0.0,932.28%,25.17%,305,70.16,37.03,3.18,1.82,3.95,37.03,100.00
DEMA,150,10,7,1.1,3,2.1,3,6.0,5.0,5,2,SMA,75,-3.0,SMA,200,1.0,930.73%,19.59%,125,67.41,47.52,1.43,2.48,4.26,47.52,100.00
SMA,25,5,6,1.0,2,1.0,2,8.0,4.0,2,3,T3,175,-0.5,T3,75,1.0,926.27%,42.84%,293,20.29,21.62,1.22,1.42,6.10,21.62,83.33
DEMA,25,8,3,1.0,2,1.1,3,4.0,9.0,4,7,T3,200,-1.0,T3,75,0.0,922.13%,44.82%,265,39.56,20.57,1.42,1.87,6.02,20.57,83.33
T3,25,8,4,1.0,2,1.1,3,3.0,3.0,3,5,TMA,125,0.0,TMA,75,0.0,919.50%,22.48%,345,38.57,40.91,0.99,1.42,4.14,40.91,100.00
EMA,50,5,7,1.1,2,1.8,2,3.0,4.0,3,2,T3,200,0.0,T3,25,0.0,916.86%,21.98%,263,67.23,41.71,1.51,1.74,3.10,41.71,100.00
DEMA,25,6,3,1.0,2,1.4,4,4.0,7.0,2,6,T3,200,-0.5,T3,75,0.0,914.13%,25.95%,306,57.15,35.23,1.58,1.77,4.78,35.23,100.00
ALMA,50,6,3,1.1,2,1.4,2,3.0,6.0,6,6,T3,200,0.0,T3,50,0.5,910.99%,23.93%,347,58.09,38.07,2.15,1.54,3.89,38.07,100.00
SMA,25,4,6,1.0,2,1.0,5,10.0,6.0,7,4,T3,150,-1.0,T3,100,0.0,907.44%,30.26%,251,44.89,29.99,1.32,1.65,4.57,29.99,100.00
DEMA,125,10,4,1.0,3,2.4,4,7.0,3.0,6,5,T3,200,0.0,T3,25,0.0,906.60%,17.46%,192,82.65,51.92,2.39,2.31,2.90,51.92,100.00
DEMA,100,8,2,1.0,3,1.1,3,5.0,6.0,4,5,T3,200,0.0,T3,25,1.0,905.73%,23.92%,267,63.25,37.87,2.33,1.68,4.19,37.87,100.00
DEMA,75,8,7,1.2,2,1.0,2,3.0,5.0,5,3,T3,200,-0.5,T3,125,0.5,903.40%,43.22%,237,25.80,20.90,1.22,1.53,7.06,20.90,100.00
KAMA,25,3,2,1.0,2,1.1,3,6.0,4.0,4,2,T3,175,0.0,T3,50,1.0,901.64%,41.87%,321,19.94,21.53,1.21,1.42,6.05,21.53,83.33
ALMA,75,6,6,1.0,2,1.2,3,3.0,3.0,2,2,T3,200,0.0,T3,75,0.5,896.83%,46.44%,301,25.60,19.31,1.57,1.47,6.61,19.31,83.33
DEMA,100,5,3,1.2,2,1.4,2,5.0,3.0,7,6,SMA,150,0.0,SMA,50,0.5,895.30%,31.24%,303,39.98,28.66,1.63,1.49,5.41,28.66,100.00
ALMA,125,8,4,1.1,3,1.1,2,6.0,3.0,7,6,T3,200,0.0,T3,50,0.5,894.69%,47.68%,259,38.53,18.77,1.46,1.73,6.38,18.77,100.00
ALMA,50,6,7,1.1,2,1.1,2,3.0,5.0,3,4,T3,200,-1.0,T3,100,0.0,894.24%,39.16%,275,14.74,22.84,0.87,1.43,6.72,22.84,83.33
ALMA,50,10,3,1.3,2,1.0,2,8.0,4.0,6,5,T3,200,0.0,T3,25,0.0,892.80%,15.93%,317,72.40,56.05,2.26,1.58,2.69,56.05,100.00
DEMA,25,3,5,1.1,2,1.1,2,3.0,7.0,4,5,TMA,200,-0.5,TMA,25,0.0,890.25%,28.61%,475,26.55,31.11,0.87,1.50,5.00,31.11,83.33
VWMA,50,8,6,1.1,2,1.1,2,5.0,5.0,6,7,T3,175,0.0,T3,25,0.5,888.37%,26.31%,275,38.05,33.77,0.82,1.66,4.29,33.77,83.33
TMA,25,8,4,1.0,2,1.3,4,7.0,7.0,4,5,TMA,200,-0.5,TMA,50,0.5,888.02%,35.36%,313,24.28,25.11,1.26,1.38,5.38,25.11,83.33
DEMA,100,4,2,1.1,2,2.2,2,3.0,4.0,3,6,T3,175,-0.5,T3,50,0.5,886.47%,30.35%,265,53.39,29.21,1.46,1.70,3.92,29.21,100.00
T3,50,7,5,1.4,5,1.0,3,7.0,6.0,7,6,T3,200,0.0,T3,25,0.0,885.92%,19.33%,233,62.13,45.84,1.48,1.68,2.55,45.84,83.33
T3,25,9,3,1.2,3,1.4,2,4.0,5.0,2,2,T3,200,-0.5,T3,25,0.5,877.66%,39.07%,319,19.14,22.46,1.10,1.42,5.59,22.46,83.33
DEMA,100,10,2,1.3,3,1.2,4,7.0,3.0,7,7,T3,200,0.0,T3,100,0.0,877.41%,22.96%,203,59.36,38.21,1.08,1.91,3.34,38.21,100.00
KAMA,50,9,4,1.7,2,1.5,2,5.0,3.0,3,2,T3,200,0.0,T3,125,0.0,876.40%,21.65%,193,60.41,40.49,1.45,1.76,3.54,40.49,83.33
T3,25,3,5,1.1,2,2.2,3,5.0,5.0,4,2,T3,200,0.0,T3,50,0.5,876.20%,19.93%,291,60.10,43.96,1.59,1.81,4.51,43.96,83.33
ALMA,175,10,2,1.1,2,1.0,6,8.0,5.0,7,6,T3,200,0.0,T3,25,1.0,874.93%,21.89%,208,59.96,39.97,1.37,1.81,3.51,39.97,83.33
VWMA,25,3,6,1.2,2,1.1,2,9.0,7.0,6,5,T3,175,-1.0,T3,25,1.0,874.84%,28.30%,331,31.85,30.92,1.21,1.41,4.29,30.92,83.33
VWMA,25,5,9,1.5,6,1.0,2,4.0,7.0,7,2,T3,25,0.0,T3,100,0.5,873.98%,23.43%,279,72.82,37.30,2.78,1.83,3.45,37.30,100.00
WMA,100,5,7,1.0,2,1.5,3,3.0,7.0,4,5,T3,200,0.0,T3,50,0.0,868.93%,18.71%,231,68.00,46.44,1.45,1.77,3.36,46.44,100.00
DEMA,25,9,3,1.0,2,1.3,3,5.0,8.0,7,6,T3,200,-1.5,T3,50,0.0,863.82%,30.76%,267,34.71,28.08,1.00,1.64,5.56,28.08,100.00
TMA,25,5,9,1.2,2,1.6,2,8.0,5.0,4,2,T3,200,-0.5,T3,50,0.0,861.81%,22.40%,313,62.12,38.47,2.83,1.56,3.72,38.47,100.00
VWMA,50,4,6,1.2,3,1.2,4,10.0,4.0,5,5,T3,200,-0.5,T3,100,0.0,861.62%,35.15%,211,38.88,24.51,1.36,1.75,6.01,24.51,83.33
ALMA,100,8,6,1.4,3,1.0,2,4.0,3.0,2,4,T3,200,0.0,T3,125,0.0,859.66%,32.42%,239,47.49,26.52,1.71,1.62,4.57,26.52,100.00
DEMA,125,6,3,1.2,2,1.6,2,3.0,4.0,3,6,T3,200,-0.5,T3,50,1.0,853.48%,32.63%,233,39.08,26.16,1.05,1.78,4.56,26.16,83.33
VWMA,75,4,4,1.0,2,2.4,3,8.0,5.0,7,7,T3,200,0.0,T3,25,0.5,852.19%,24.76%,223,46.19,34.42,1.06,1.83,4.51,34.42,83.33
ALMA,50,8,8,1.2,2,1.2,3,6.0,10.0,5,2,TMA,200,0.0,TMA,100,0.0,848.13%,35.79%,277,24.03,23.69,1.16,1.44,4.88,23.69,83.33
ALMA,100,8,7,1.1,2,1.0,3,5.0,7.0,3,2,TMA,200,-0.5,TMA,25,0.5,840.80%,31.52%,271,23.38,26.67,0.87,1.47,4.85,26.67,83.33
SMA,25,4,5,1.0,2,1.0,3,10.0,4.0,6,3,T3,200,-0.5,T3,100,0.5,832.42%,38.92%,269,22.46,21.39,1.16,1.44,6.14,21.39,100.00
TMA,25,9,5,1.2,2,1.2,2,3.0,8.0,2,6,T3,200,-0.5,T3,75,0.0,830.41%,35.31%,315,23.42,23.52,1.02,1.37,4.80,23.52,100.00
TMA,25,10,3,1.0,2,1.0,5,3.0,9.0,3,5,T3,175,0.0,T3,25,0.5,819.90%,35.23%,328,25.41,23.27,1.01,1.45,4.66,23.27,100.00
ALMA,25,4,2,1.1,2,1.2,2,3.0,3.0,4,2,T3,200,0.0,T3,100,0.0,819.81%,41.46%,379,14.10,19.77,1.15,1.41,7.69,19.77,66.67
ALMA,125,7,2,1.0,3,1.1,4,6.0,3.0,7,7,T3,175,0.0,T3,100,0.0,819.37%,36.83%,241,30.54,22.25,1.23,1.66,6.09,22.25,83.33
